	q	m	n	k	odds ratio	p-value	fdr
GeneList525	5.464000e+03	1.101300e+04	1.098700e+04	1.098900e+04	9.734539e-01	1.625190e-01	0.000000e+00
GeneList258	5.511000e+03	1.110700e+04	1.089300e+04	1.098900e+04	9.734847e-01	1.628195e-01	0.000000e+00
GeneList486	5.406000e+03	1.089600e+04	1.110400e+04	1.098900e+04	9.737642e-01	1.654522e-01	0.000000e+00
GeneList1660	5.413000e+03	1.091000e+04	1.109000e+04	1.098900e+04	9.737698e-01	1.655018e-01	0.000000e+00
GeneList1340	5.417000e+03	1.091800e+04	1.108200e+04	1.098900e+04	9.737729e-01	1.655301e-01	0.000000e+00
GeneList645	5.568000e+03	1.107400e+04	1.092600e+04	1.098900e+04	1.026930e+00	1.655581e-01	0.000000e+00
GeneList374	5.545000e+03	1.102800e+04	1.097200e+04	1.098900e+04	1.026912e+00	1.657172e-01	0.000000e+00
GeneList1064	5.541000e+03	1.102000e+04	1.098000e+04	1.098900e+04	1.026909e+00	1.657444e-01	0.000000e+00
GeneList247	5.506000e+03	1.095000e+04	1.105000e+04	1.098900e+04	1.026883e+00	1.659774e-01	0.000000e+00
GeneList1223	5.495000e+03	1.107400e+04	1.092600e+04	1.098900e+04	9.738284e-01	1.660551e-01	0.000000e+00
GeneList1716	5.498000e+03	1.108000e+04	1.092000e+04	1.098900e+04	9.738303e-01	1.660743e-01	0.000000e+00
GeneList1151	5.519000e+03	1.112200e+04	1.087800e+04	1.098900e+04	9.738434e-01	1.662071e-01	0.000000e+00
GeneList1294	5.452000e+03	1.084200e+04	1.115800e+04	1.098900e+04	1.026848e+00	1.663181e-01	0.000000e+00
GeneList65	5.427000e+03	1.093700e+04	1.106300e+04	1.098900e+04	9.741344e-01	1.689736e-01	0.000000e+00
GeneList9	5.553000e+03	1.104500e+04	1.095500e+04	1.098900e+04	1.026545e+00	1.690367e-01	0.000000e+00
GeneList926	5.548000e+03	1.103500e+04	1.096500e+04	1.098900e+04	1.026541e+00	1.690715e-01	0.000000e+00
GeneList1132	5.450000e+03	1.098300e+04	1.101700e+04	1.098900e+04	9.741515e-01	1.691337e-01	0.000000e+00
GeneList188	5.537000e+03	1.101300e+04	1.098700e+04	1.098900e+04	1.026533e+00	1.691474e-01	0.000000e+00
GeneList1184	5.463000e+03	1.100900e+04	1.099100e+04	1.098900e+04	9.741607e-01	1.692223e-01	0.000000e+00
GeneList242	5.474000e+03	1.103100e+04	1.096900e+04	1.098900e+04	9.741683e-01	1.692963e-01	0.000000e+00
GeneList145	5.485000e+03	1.105300e+04	1.094700e+04	1.098900e+04	9.741757e-01	1.693693e-01	0.000000e+00
GeneList1171	5.495000e+03	1.092900e+04	1.107100e+04	1.098900e+04	1.026503e+00	1.694284e-01	0.000000e+00
GeneList1602	5.460000e+03	1.085900e+04	1.114100e+04	1.098900e+04	1.026480e+00	1.696520e-01	0.000000e+00
GeneList776	5.436000e+03	1.081100e+04	1.118900e+04	1.098900e+04	1.026465e+00	1.697999e-01	0.000000e+00
GeneList1355	5.583000e+03	1.110600e+04	1.089400e+04	1.098900e+04	1.026197e+00	1.722393e-01	0.000000e+00
GeneList1664	5.418000e+03	1.091800e+04	1.108200e+04	1.098900e+04	9.744814e-01	1.723264e-01	0.000000e+00
GeneList1325	5.439000e+03	1.096000e+04	1.104000e+04	1.098900e+04	9.744974e-01	1.724761e-01	0.000000e+00
GeneList800	5.439000e+03	1.096000e+04	1.104000e+04	1.098900e+04	9.744974e-01	1.724761e-01	0.000000e+00
GeneList1667	5.443000e+03	1.096800e+04	1.103200e+04	1.098900e+04	9.745003e-01	1.725043e-01	0.000000e+00
GeneList373	5.538000e+03	1.101600e+04	1.098400e+04	1.098900e+04	1.026161e+00	1.725601e-01	0.000000e+00
GeneList1497	5.454000e+03	1.099000e+04	1.101000e+04	1.098900e+04	9.745083e-01	1.725810e-01	0.000000e+00
GeneList1822	5.529000e+03	1.099800e+04	1.100200e+04	1.098900e+04	1.026154e+00	1.726224e-01	0.000000e+00
GeneList521	5.513000e+03	1.096600e+04	1.103400e+04	1.098900e+04	1.026142e+00	1.727315e-01	0.000000e+00
GeneList1812	5.516000e+03	1.111400e+04	1.088600e+04	1.098900e+04	9.745496e-01	1.729957e-01	0.000000e+00
GeneList1992	5.391000e+03	1.086300e+04	1.113700e+04	1.098900e+04	9.748139e-01	1.755868e-01	0.000000e+00
GeneList1655	5.391000e+03	1.086300e+04	1.113700e+04	1.098900e+04	9.748139e-01	1.755868e-01	0.000000e+00
GeneList942	5.591000e+03	1.112300e+04	1.087700e+04	1.098900e+04	1.025831e+00	1.756392e-01	0.000000e+00
GeneList562	5.412000e+03	1.090500e+04	1.109500e+04	1.098900e+04	9.748308e-01	1.757428e-01	0.000000e+00
GeneList969	5.416000e+03	1.091300e+04	1.108700e+04	1.098900e+04	9.748339e-01	1.757721e-01	0.000000e+00
GeneList1319	5.572000e+03	1.108500e+04	1.091500e+04	1.098900e+04	1.025815e+00	1.757795e-01	0.000000e+00
GeneList677	5.440000e+03	1.096100e+04	1.103900e+04	1.098900e+04	9.748522e-01	1.759455e-01	0.000000e+00
GeneList63	5.451000e+03	1.098300e+04	1.101700e+04	1.098900e+04	9.748602e-01	1.760235e-01	0.000000e+00
GeneList1225	5.458000e+03	1.099700e+04	1.100300e+04	1.098900e+04	9.748653e-01	1.760726e-01	0.000000e+00
GeneList1684	5.459000e+03	1.099900e+04	1.100100e+04	1.098900e+04	9.748660e-01	1.760796e-01	0.000000e+00
GeneList1221	5.465000e+03	1.101100e+04	1.098900e+04	1.098900e+04	9.748702e-01	1.761214e-01	0.000000e+00
GeneList485	5.471000e+03	1.102300e+04	1.097700e+04	1.098900e+04	9.748744e-01	1.761628e-01	0.000000e+00
GeneList945	5.471000e+03	1.102300e+04	1.097700e+04	1.098900e+04	9.748744e-01	1.761628e-01	0.000000e+00
GeneList1605	5.472000e+03	1.102500e+04	1.097500e+04	1.098900e+04	9.748751e-01	1.761697e-01	0.000000e+00
GeneList1083	5.475000e+03	1.103100e+04	1.096900e+04	1.098900e+04	9.748771e-01	1.761903e-01	0.000000e+00
GeneList567	5.487000e+03	1.105500e+04	1.094500e+04	1.098900e+04	9.748852e-01	1.762721e-01	0.000000e+00
GeneList1906	5.501000e+03	1.094300e+04	1.105700e+04	1.098900e+04	1.025761e+00	1.762788e-01	0.000000e+00
GeneList795	5.479000e+03	1.089900e+04	1.110100e+04	1.098900e+04	1.025746e+00	1.764256e-01	0.000000e+00
GeneList1257	5.518000e+03	1.111700e+04	1.088300e+04	1.098900e+04	9.749050e-01	1.764780e-01	0.000000e+00
GeneList218	5.410000e+03	1.090000e+04	1.110000e+04	1.098900e+04	9.751834e-01	1.792314e-01	0.000000e+00
GeneList480	5.562000e+03	1.106600e+04	1.093400e+04	1.098900e+04	1.025434e+00	1.793570e-01	0.000000e+00
GeneList1179	5.435000e+03	1.095000e+04	1.105000e+04	1.098900e+04	9.752027e-01	1.794154e-01	0.000000e+00
GeneList1530	5.551000e+03	1.104400e+04	1.095600e+04	1.098900e+04	1.025426e+00	1.794371e-01	0.000000e+00
GeneList1361	5.452000e+03	1.098400e+04	1.101600e+04	1.098900e+04	9.752152e-01	1.795377e-01	0.000000e+00
GeneList385	5.534000e+03	1.101000e+04	1.099000e+04	1.098900e+04	1.025412e+00	1.795590e-01	0.000000e+00
GeneList308	5.526000e+03	1.099400e+04	1.100600e+04	1.098900e+04	1.025406e+00	1.796156e-01	0.000000e+00
GeneList24	5.465000e+03	1.101000e+04	1.099000e+04	1.098900e+04	9.752244e-01	1.796297e-01	0.000000e+00
GeneList966	5.523000e+03	1.098800e+04	1.101200e+04	1.098900e+04	1.025404e+00	1.796367e-01	0.000000e+00
GeneList1298	5.512000e+03	1.096600e+04	1.103400e+04	1.098900e+04	1.025396e+00	1.797135e-01	0.000000e+00
GeneList146	5.477000e+03	1.103400e+04	1.096600e+04	1.098900e+04	9.752327e-01	1.797135e-01	0.000000e+00
GeneList296	5.515000e+03	1.111000e+04	1.089000e+04	1.098900e+04	9.752575e-01	1.799714e-01	0.000000e+00
GeneList1635	5.525000e+03	1.113000e+04	1.087000e+04	1.098900e+04	9.752636e-01	1.800374e-01	0.000000e+00
GeneList1587	5.424000e+03	1.092700e+04	1.107300e+04	1.098900e+04	9.755486e-01	1.828832e-01	0.000000e+00
GeneList702	5.426000e+03	1.093100e+04	1.106900e+04	1.098900e+04	9.755502e-01	1.828981e-01	0.000000e+00
GeneList147	5.427000e+03	1.093300e+04	1.106700e+04	1.098900e+04	9.755509e-01	1.829055e-01	0.000000e+00
GeneList411	5.444000e+03	1.096700e+04	1.103300e+04	1.098900e+04	9.755637e-01	1.830304e-01	0.000000e+00
GeneList185	5.540000e+03	1.102300e+04	1.097700e+04	1.098900e+04	1.025045e+00	1.830667e-01	0.000000e+00
GeneList949	5.451000e+03	1.098100e+04	1.101900e+04	1.098900e+04	9.755688e-01	1.830812e-01	0.000000e+00
GeneList1081	5.525000e+03	1.099300e+04	1.100700e+04	1.098900e+04	1.025033e+00	1.831745e-01	0.000000e+00
GeneList1997	5.524000e+03	1.099100e+04	1.100900e+04	1.098900e+04	1.025033e+00	1.831816e-01	0.000000e+00
GeneList1736	5.482000e+03	1.104300e+04	1.095700e+04	1.098900e+04	9.755905e-01	1.833015e-01	0.000000e+00
GeneList13	5.482000e+03	1.104300e+04	1.095700e+04	1.098900e+04	9.755905e-01	1.833015e-01	0.000000e+00
GeneList151	5.514000e+03	1.110700e+04	1.089300e+04	1.098900e+04	9.756113e-01	1.835211e-01	0.000000e+00
GeneList1112	5.546000e+03	1.117100e+04	1.082900e+04	1.098900e+04	9.756305e-01	1.837328e-01	0.000000e+00
GeneList1825	5.619000e+03	1.118200e+04	1.081800e+04	1.098900e+04	1.024738e+00	1.860572e-01	0.000000e+00
GeneList922	5.390000e+03	1.085800e+04	1.114200e+04	1.098900e+04	9.758761e-01	1.862145e-01	0.000000e+00
GeneList462	5.549000e+03	1.104200e+04	1.095800e+04	1.098900e+04	1.024679e+00	1.865943e-01	0.000000e+00
GeneList791	5.443000e+03	1.096400e+04	1.103600e+04	1.098900e+04	9.759174e-01	1.866165e-01	0.000000e+00
GeneList1979	5.545000e+03	1.103400e+04	1.096600e+04	1.098900e+04	1.024676e+00	1.866239e-01	0.000000e+00
GeneList857	5.453000e+03	1.098400e+04	1.101600e+04	1.098900e+04	9.759247e-01	1.866899e-01	0.000000e+00
GeneList634	5.455000e+03	1.098800e+04	1.101200e+04	1.098900e+04	9.759262e-01	1.867045e-01	0.000000e+00
GeneList1195	5.533000e+03	1.101000e+04	1.099000e+04	1.098900e+04	1.024667e+00	1.867118e-01	0.000000e+00
GeneList1757	5.456000e+03	1.099000e+04	1.101000e+04	1.098900e+04	9.759269e-01	1.867118e-01	0.000000e+00
GeneList1840	5.526000e+03	1.099600e+04	1.100400e+04	1.098900e+04	1.024662e+00	1.867626e-01	0.000000e+00
GeneList1337	5.522000e+03	1.098800e+04	1.101200e+04	1.098900e+04	1.024659e+00	1.867914e-01	0.000000e+00
GeneList1287	5.471000e+03	1.102000e+04	1.098000e+04	1.098900e+04	9.759375e-01	1.868201e-01	0.000000e+00
GeneList574	5.472000e+03	1.102200e+04	1.097800e+04	1.098900e+04	9.759382e-01	1.868273e-01	0.000000e+00
GeneList856	5.516000e+03	1.097600e+04	1.102400e+04	1.098900e+04	1.024654e+00	1.868344e-01	0.000000e+00
GeneList1752	5.488000e+03	1.105400e+04	1.094600e+04	1.098900e+04	9.759490e-01	1.869408e-01	0.000000e+00
GeneList958	5.498000e+03	1.094000e+04	1.106000e+04	1.098900e+04	1.024642e+00	1.869618e-01	0.000000e+00
GeneList495	5.492000e+03	1.106200e+04	1.093800e+04	1.098900e+04	9.759517e-01	1.869688e-01	0.000000e+00
GeneList1565	5.481000e+03	1.090600e+04	1.109400e+04	1.098900e+04	1.024630e+00	1.870799e-01	0.000000e+00
GeneList1166	5.604000e+03	1.115300e+04	1.084700e+04	1.098900e+04	1.024352e+00	1.898071e-01	0.000000e+00
GeneList734	5.412000e+03	1.090100e+04	1.109900e+04	1.098900e+04	9.762484e-01	1.900180e-01	0.000000e+00
GeneList682	5.428000e+03	1.093300e+04	1.106700e+04	1.098900e+04	9.762607e-01	1.901404e-01	0.000000e+00
GeneList334	5.435000e+03	1.094700e+04	1.105300e+04	1.098900e+04	9.762660e-01	1.901933e-01	0.000000e+00
GeneList553	5.442000e+03	1.096100e+04	1.103900e+04	1.098900e+04	9.762713e-01	1.902458e-01	0.000000e+00
GeneList814	5.547000e+03	1.103900e+04	1.096100e+04	1.098900e+04	1.024305e+00	1.902458e-01	0.000000e+00
GeneList817	5.547000e+03	1.103900e+04	1.096100e+04	1.098900e+04	1.024305e+00	1.902458e-01	0.000000e+00
GeneList964	5.540000e+03	1.102500e+04	1.097500e+04	1.098900e+04	1.024300e+00	1.902980e-01	0.000000e+00
GeneList732	5.527000e+03	1.099900e+04	1.100100e+04	1.098900e+04	1.024290e+00	1.903938e-01	0.000000e+00
GeneList1631	5.463000e+03	1.100300e+04	1.099700e+04	1.098900e+04	9.762865e-01	1.904011e-01	0.000000e+00
GeneList1621	5.465000e+03	1.100700e+04	1.099300e+04	1.098900e+04	9.762879e-01	1.904157e-01	0.000000e+00
GeneList405	5.510000e+03	1.096500e+04	1.103500e+04	1.098900e+04	1.024278e+00	1.905172e-01	0.000000e+00
GeneList325	5.492000e+03	1.106100e+04	1.093900e+04	1.098900e+04	9.763063e-01	1.906101e-01	0.000000e+00
GeneList583	5.495000e+03	1.106700e+04	1.093300e+04	1.098900e+04	9.763083e-01	1.906313e-01	0.000000e+00
GeneList529	5.511000e+03	1.109900e+04	1.090100e+04	1.098900e+04	9.763187e-01	1.907434e-01	0.000000e+00
GeneList619	5.457000e+03	1.085900e+04	1.114100e+04	1.098900e+04	1.024242e+00	1.908876e-01	0.000000e+00
GeneList44	5.431000e+03	1.080700e+04	1.119300e+04	1.098900e+04	1.024226e+00	1.910614e-01	0.000000e+00
GeneList1209	5.420000e+03	1.091600e+04	1.108400e+04	1.098900e+04	9.766093e-01	1.937573e-01	0.000000e+00
GeneList419	5.424000e+03	1.092400e+04	1.107600e+04	1.098900e+04	9.766124e-01	1.937882e-01	0.000000e+00
GeneList861	5.432000e+03	1.094000e+04	1.106000e+04	1.098900e+04	9.766185e-01	1.938496e-01	0.000000e+00
GeneList1105	5.557000e+03	1.106000e+04	1.094000e+04	1.098900e+04	1.023941e+00	1.938496e-01	0.000000e+00
GeneList474	5.433000e+03	1.094200e+04	1.105800e+04	1.098900e+04	9.766193e-01	1.938573e-01	0.000000e+00
GeneList432	5.441000e+03	1.095800e+04	1.104200e+04	1.098900e+04	9.766252e-01	1.939181e-01	0.000000e+00
GeneList1914	5.541000e+03	1.102800e+04	1.097200e+04	1.098900e+04	1.023929e+00	1.939709e-01	0.000000e+00
GeneList1881	5.452000e+03	1.098000e+04	1.102000e+04	1.098900e+04	9.766333e-01	1.940010e-01	0.000000e+00
GeneList1608	5.536000e+03	1.101800e+04	1.098200e+04	1.098900e+04	1.023925e+00	1.940085e-01	0.000000e+00
GeneList1206	5.514000e+03	1.097400e+04	1.102600e+04	1.098900e+04	1.023909e+00	1.941712e-01	0.000000e+00
GeneList1245	5.479000e+03	1.103400e+04	1.096600e+04	1.098900e+04	9.766524e-01	1.942004e-01	0.000000e+00
GeneList1842	5.501000e+03	1.094800e+04	1.105200e+04	1.098900e+04	1.023899e+00	1.942657e-01	0.000000e+00
GeneList71	5.494000e+03	1.093400e+04	1.106600e+04	1.098900e+04	1.023895e+00	1.943160e-01	0.000000e+00
GeneList995	5.501000e+03	1.107800e+04	1.092200e+04	1.098900e+04	9.766670e-01	1.943588e-01	0.000000e+00
GeneList1468	5.508000e+03	1.109200e+04	1.090800e+04	1.098900e+04	9.766716e-01	1.944084e-01	0.000000e+00
GeneList1036	5.481000e+03	1.090800e+04	1.109200e+04	1.098900e+04	1.023886e+00	1.944084e-01	0.000000e+00
GeneList1445	5.511000e+03	1.109800e+04	1.090200e+04	1.098900e+04	9.766735e-01	1.944296e-01	0.000000e+00
GeneList1620	5.404000e+03	1.088300e+04	1.111700e+04	1.098900e+04	9.769516e-01	1.973521e-01	0.000000e+00
GeneList448	5.575000e+03	1.109700e+04	1.090300e+04	1.098900e+04	1.023584e+00	1.974312e-01	0.000000e+00
GeneList84	5.573000e+03	1.109300e+04	1.090700e+04	1.098900e+04	1.023582e+00	1.974470e-01	0.000000e+00
GeneList886	5.570000e+03	1.108700e+04	1.091300e+04	1.098900e+04	1.023580e+00	1.974705e-01	0.000000e+00
GeneList707	5.558000e+03	1.106300e+04	1.093700e+04	1.098900e+04	1.023570e+00	1.975639e-01	0.000000e+00
GeneList1055	5.443000e+03	1.096100e+04	1.103900e+04	1.098900e+04	9.769816e-01	1.976563e-01	0.000000e+00
GeneList1118	5.529000e+03	1.100500e+04	1.099500e+04	1.098900e+04	1.023548e+00	1.977852e-01	0.000000e+00
GeneList333	5.525000e+03	1.099700e+04	1.100300e+04	1.098900e+04	1.023545e+00	1.978152e-01	0.000000e+00
GeneList719	5.477000e+03	1.102900e+04	1.097100e+04	1.098900e+04	9.770059e-01	1.979119e-01	0.000000e+00
GeneList1087	5.490000e+03	1.105500e+04	1.094500e+04	1.098900e+04	9.770147e-01	1.980073e-01	0.000000e+00
GeneList1041	5.495000e+03	1.093700e+04	1.106300e+04	1.098900e+04	1.023523e+00	1.980364e-01	0.000000e+00
GeneList843	5.498000e+03	1.107100e+04	1.092900e+04	1.098900e+04	9.770200e-01	1.980654e-01	0.000000e+00
GeneList1017	5.524000e+03	1.112300e+04	1.087700e+04	1.098900e+04	9.770366e-01	1.982508e-01	0.000000e+00
GeneList890	5.454000e+03	1.085500e+04	1.114500e+04	1.098900e+04	1.023496e+00	1.983277e-01	0.000000e+00
GeneList1371	5.451000e+03	1.084900e+04	1.115100e+04	1.098900e+04	1.023494e+00	1.983485e-01	0.000000e+00
GeneList88	5.449000e+03	1.084500e+04	1.115500e+04	1.098900e+04	1.023493e+00	1.983623e-01	0.000000e+00
GeneList364	5.600000e+03	1.114800e+04	1.085200e+04	1.098900e+04	1.023233e+00	2.009932e-01	0.000000e+00
GeneList1427	5.576000e+03	1.110000e+04	1.090000e+04	1.098900e+04	1.023213e+00	2.011866e-01	0.000000e+00
GeneList1465	5.568000e+03	1.108400e+04	1.091600e+04	1.098900e+04	1.023206e+00	2.012501e-01	0.000000e+00
GeneList1172	5.426000e+03	1.092600e+04	1.107400e+04	1.098900e+04	9.773237e-01	2.012895e-01	0.000000e+00
GeneList434	5.428000e+03	1.093000e+04	1.107000e+04	1.098900e+04	9.773253e-01	2.013052e-01	0.000000e+00
GeneList1673	5.442000e+03	1.095800e+04	1.104200e+04	1.098900e+04	9.773358e-01	2.014144e-01	0.000000e+00
GeneList1559	5.448000e+03	1.097000e+04	1.103000e+04	1.098900e+04	9.773402e-01	2.014608e-01	0.000000e+00
GeneList212	5.452000e+03	1.097800e+04	1.102200e+04	1.098900e+04	9.773432e-01	2.014915e-01	0.000000e+00
GeneList783	5.456000e+03	1.098600e+04	1.101400e+04	1.098900e+04	9.773461e-01	2.015221e-01	0.000000e+00
GeneList1509	5.530000e+03	1.100800e+04	1.099200e+04	1.098900e+04	1.023177e+00	2.015450e-01	0.000000e+00
GeneList1303	5.529000e+03	1.100600e+04	1.099400e+04	1.098900e+04	1.023176e+00	2.015526e-01	0.000000e+00
GeneList804	5.461000e+03	1.099600e+04	1.100400e+04	1.098900e+04	9.773496e-01	2.015602e-01	0.000000e+00
GeneList418	5.521000e+03	1.099000e+04	1.101000e+04	1.098900e+04	1.023170e+00	2.016132e-01	0.000000e+00
GeneList50	5.471000e+03	1.101600e+04	1.098400e+04	1.098900e+04	9.773567e-01	2.016358e-01	0.000000e+00
GeneList1394	5.505000e+03	1.095800e+04	1.104200e+04	1.098900e+04	1.023159e+00	2.017330e-01	0.000000e+00
GeneList1731	5.446000e+03	1.084000e+04	1.116000e+04	1.098900e+04	1.023119e+00	2.021579e-01	0.000000e+00
GeneList624	5.390000e+03	1.085300e+04	1.114700e+04	1.098900e+04	9.776503e-01	2.048053e-01	0.000000e+00
GeneList1034	5.568000e+03	1.108500e+04	1.091500e+04	1.098900e+04	1.022835e+00	2.050567e-01	0.000000e+00
GeneList126	5.429000e+03	1.093100e+04	1.106900e+04	1.098900e+04	9.776811e-01	2.051204e-01	0.000000e+00
GeneList1475	5.558000e+03	1.106500e+04	1.093500e+04	1.098900e+04	1.022827e+00	2.051363e-01	0.000000e+00
GeneList1567	5.529000e+03	1.100700e+04	1.099300e+04	1.098900e+04	1.022804e+00	2.053627e-01	0.000000e+00
GeneList994	5.464000e+03	1.100100e+04	1.099900e+04	1.098900e+04	9.777069e-01	2.053934e-01	0.000000e+00
GeneList724	5.517000e+03	1.098300e+04	1.101700e+04	1.098900e+04	1.022796e+00	2.054545e-01	0.000000e+00
GeneList1698	5.477000e+03	1.102700e+04	1.097300e+04	1.098900e+04	9.777160e-01	2.054925e-01	0.000000e+00
GeneList1249	5.482000e+03	1.103700e+04	1.096300e+04	1.098900e+04	9.777194e-01	2.055302e-01	0.000000e+00
GeneList1052	5.502000e+03	1.095300e+04	1.104700e+04	1.098900e+04	1.022785e+00	2.055678e-01	0.000000e+00
GeneList470	5.490000e+03	1.092900e+04	1.107100e+04	1.098900e+04	1.022776e+00	2.056571e-01	0.000000e+00
GeneList790	5.481000e+03	1.091100e+04	1.108900e+04	1.098900e+04	1.022770e+00	2.057235e-01	0.000000e+00
GeneList609	5.587000e+03	1.112400e+04	1.087600e+04	1.098900e+04	1.022479e+00	2.087510e-01	0.000000e+00
GeneList1949	5.580000e+03	1.111000e+04	1.089000e+04	1.098900e+04	1.022473e+00	2.088084e-01	0.000000e+00
GeneList1663	5.415000e+03	1.090200e+04	1.109800e+04	1.098900e+04	9.780256e-01	2.088572e-01	0.000000e+00
GeneList963	5.425000e+03	1.092200e+04	1.107800e+04	1.098900e+04	9.780333e-01	2.089381e-01	0.000000e+00
GeneList174	5.546000e+03	1.104200e+04	1.095800e+04	1.098900e+04	1.022446e+00	2.090818e-01	0.000000e+00
GeneList1088	5.445000e+03	1.096200e+04	1.103800e+04	1.098900e+04	9.780484e-01	2.090976e-01	0.000000e+00
GeneList1022	5.446000e+03	1.096400e+04	1.103600e+04	1.098900e+04	9.780491e-01	2.091055e-01	0.000000e+00
GeneList1431	5.537000e+03	1.102400e+04	1.097600e+04	1.098900e+04	1.022439e+00	2.091527e-01	0.000000e+00
GeneList1915	5.458000e+03	1.098800e+04	1.101200e+04	1.098900e+04	9.780579e-01	2.091996e-01	0.000000e+00
GeneList1613	5.530000e+03	1.101000e+04	1.099000e+04	1.098900e+04	1.022434e+00	2.092074e-01	0.000000e+00
GeneList555	5.471000e+03	1.101400e+04	1.098600e+04	1.098900e+04	9.780671e-01	2.093004e-01	0.000000e+00
GeneList133	5.471000e+03	1.101400e+04	1.098600e+04	1.098900e+04	9.780671e-01	2.093004e-01	0.000000e+00
GeneList568	5.476000e+03	1.102400e+04	1.097600e+04	1.098900e+04	9.780706e-01	2.093388e-01	0.000000e+00
GeneList417	5.479000e+03	1.103000e+04	1.097000e+04	1.098900e+04	9.780727e-01	2.093618e-01	0.000000e+00
GeneList717	5.484000e+03	1.104000e+04	1.096000e+04	1.098900e+04	9.780761e-01	2.093999e-01	0.000000e+00
GeneList1939	5.492000e+03	1.093400e+04	1.106600e+04	1.098900e+04	1.022406e+00	2.094982e-01	0.000000e+00
GeneList180	5.458000e+03	1.086600e+04	1.113400e+04	1.098900e+04	1.022383e+00	2.097491e-01	0.000000e+00
GeneList1659	5.622000e+03	1.119500e+04	1.080500e+04	1.098900e+04	1.022138e+00	2.123453e-01	0.000000e+00
GeneList408	5.597000e+03	1.114500e+04	1.085500e+04	1.098900e+04	1.022116e+00	2.125572e-01	0.000000e+00
GeneList1677	5.414000e+03	1.089900e+04	1.110100e+04	1.098900e+04	9.783801e-01	2.127399e-01	0.000000e+00
GeneList1740	5.556000e+03	1.106300e+04	1.093700e+04	1.098900e+04	1.022082e+00	2.128947e-01	0.000000e+00
GeneList231	5.553000e+03	1.105700e+04	1.094300e+04	1.098900e+04	1.022080e+00	2.129188e-01	0.000000e+00
GeneList1798	5.548000e+03	1.104700e+04	1.095300e+04	1.098900e+04	1.022076e+00	2.129590e-01	0.000000e+00
GeneList149	5.448000e+03	1.096700e+04	1.103300e+04	1.098900e+04	9.784059e-01	2.130149e-01	0.000000e+00
GeneList598	5.541000e+03	1.103300e+04	1.096700e+04	1.098900e+04	1.022071e+00	2.130149e-01	0.000000e+00
GeneList1815	5.460000e+03	1.099100e+04	1.100900e+04	1.098900e+04	9.784147e-01	2.131100e-01	0.000000e+00
GeneList701	5.528000e+03	1.100700e+04	1.099300e+04	1.098900e+04	1.022061e+00	2.131178e-01	0.000000e+00
GeneList241	5.525000e+03	1.100100e+04	1.099900e+04	1.098900e+04	1.022059e+00	2.131414e-01	0.000000e+00
GeneList183	5.466000e+03	1.100300e+04	1.099700e+04	1.098900e+04	9.784189e-01	2.131571e-01	0.000000e+00
GeneList1414	5.520000e+03	1.099100e+04	1.100900e+04	1.098900e+04	1.022055e+00	2.131805e-01	0.000000e+00
GeneList607	5.478000e+03	1.102700e+04	1.097300e+04	1.098900e+04	9.784274e-01	2.132505e-01	0.000000e+00
GeneList822	5.488000e+03	1.104700e+04	1.095300e+04	1.098900e+04	9.784342e-01	2.133275e-01	0.000000e+00
GeneList627	5.504000e+03	1.107900e+04	1.092100e+04	1.098900e+04	9.784449e-01	2.134492e-01	0.000000e+00
GeneList192	5.457000e+03	1.086500e+04	1.113500e+04	1.098900e+04	1.022011e+00	2.136575e-01	0.000000e+00
GeneList59	5.606000e+03	1.116400e+04	1.083600e+04	1.098900e+04	1.021752e+00	2.164116e-01	0.000000e+00
GeneList1449	5.568000e+03	1.108800e+04	1.091200e+04	1.098900e+04	1.021721e+00	2.167306e-01	0.000000e+00
GeneList637	5.555000e+03	1.106200e+04	1.093800e+04	1.098900e+04	1.021710e+00	2.168372e-01	0.000000e+00
GeneList1135	5.442000e+03	1.095400e+04	1.104600e+04	1.098900e+04	9.787570e-01	2.169022e-01	0.000000e+00
