	NR_kstwo
A3.724	-0.615260
A3.725	0.910638
A3.726	-0.892489
A3.727	-1.246794
A3.728	0.382113
A3.729	0.414020
A3.730	-0.118300
A3.731	0.751737
A3.732	0.620101
A3.733	0.282135
A3.734	0.949435
A3.735	1.535940
A3.736	-0.181794
A3.737	0.327522
A3.738	-0.649209
A3.739	1.559069
A3.740	-0.116598
A3.741	-1.329506
A3.742	0.733848
A3.743	-0.096094
A3.744	1.753671
A3.745	0.593126
A3.746	0.995356
A3.747	1.211555
A3.748	0.142620
A3.749	2.232124
A3.750	0.530531
A3.751	-0.965261
A3.752	-0.084941
A3.753	1.252444
A3.754	-0.310663
A3.755	-1.460606
A3.756	-0.547659
A3.757	0.605316
A3.758	0.777254
A3.759	0.322427
A3.760	0.346410
A3.761	1.640016
A3.762	-1.068064
A3.763	-1.347018
A3.764	-0.440175
A3.765	2.047049
A3.766	-1.376221
A3.767	-2.234760
A3.768	-1.913753
A3.769	0.100776
A3.770	0.508925
A3.771	-2.573174
A3.772	-0.112463
A3.773	1.632754
A3.774	-0.170692
A3.775	0.222664
A3.776	0.380409
A3.777	-0.471717
A3.778	0.401122
A3.779	-0.483256
A3.780	-0.350772
A3.781	1.004811
A3.782	0.786349
A3.783	2.191586
A3.784	0.558365
A3.785	0.780392
A3.786	1.721143
A3.787	-1.202432
A3.788	-0.313485
A3.789	-0.516921
A3.790	0.993536
A3.791	1.622890
A3.792	-1.300365
A3.793	1.157438
A3.794	-0.266126
A3.795	0.197475
A3.796	-2.082107
A3.797	0.344224
A3.798	0.737072
A3.799	0.788122
A3.800	-2.589370
A3.801	0.475178
A3.802	-0.359681
A3.803	-1.511872
A3.804	-0.918456
A3.805	1.004976
A3.806	1.358797
A3.807	-0.134272
A3.808	0.783216
A3.809	-0.310687
A3.810	0.032661
A3.811	1.629030
A3.812	2.299067
A3.813	-0.216536
A3.814	0.907649
A3.815	-0.567585
A3.816	-1.134623
A3.817	-2.283545
A3.818	0.661888
A3.819	0.851888
A3.820	-0.550710
A3.821	0.065332
A3.822	1.767720
A3.823	-0.785243
A3.824	0.138966
A3.825	0.012236
A3.826	1.079525
A3.827	1.794601
A3.828	0.085790
A3.829	0.056313
A3.830	-0.710492
A3.831	-1.971732
A3.832	0.803757
A3.833	-0.506601
A3.834	-0.254327
A3.835	2.253843
A3.836	-0.554051
A3.837	-0.018221
A3.838	0.029652
A3.839	0.503843
A3.840	-1.757421
A3.841	-0.326284
A3.842	-0.103227
A3.843	-0.433606
A3.844	0.802023
A3.845	-0.028562
A3.846	1.323628
A3.847	-0.014306
A3.848	-1.339692
A3.849	-1.441043
A3.850	0.534450
A3.851	1.173710
A3.852	-1.353339
A3.853	0.638336
A3.854	-0.510046
A3.855	-0.610111
A3.856	0.545211
A3.857	0.112389
A3.858	-0.076299
A3.859	-0.731562
A3.860	0.607970
A3.861	0.110204
A3.862	0.328594
A3.863	-0.853952
A3.864	-0.620472
A3.865	-2.214620
A3.866	0.603552
A3.867	0.672484
A3.868	1.218423
A3.869	0.985674
A3.870	-1.589120
A3.871	0.697061
A3.872	3.353482
A3.873	2.068534
A3.874	-0.962733
A3.875	-0.141556
A3.876	-1.384581
A3.877	-0.432791
A3.878	0.685493
A3.879	0.503481
A3.880	0.467710
A3.881	2.450018
A3.882	0.166443
A3.883	1.015698
A3.884	1.241159
A3.885	-0.826742
A3.886	-1.097028
A3.887	-1.007716
A3.888	-0.009274
A3.889	-3.010261
A3.890	-0.204950
A3.891	0.440050
A3.892	0.630290
A3.893	1.098962
A3.894	-1.089716
A3.895	0.790363
A3.896	0.815590
A3.897	0.465124
A3.898	-1.357759
A3.899	-0.736454
A3.900	1.115735
A3.901	1.651034
A3.902	0.233575
A3.903	2.750304
A3.904	0.059774
A3.905	1.985397
A3.906	-1.588554
A3.907	-1.471806
A3.908	0.499668
A3.909	-0.402018
A3.910	-0.265558
A3.911	-1.012652
A3.912	-0.677325
A3.913	0.501806
A3.914	-0.424028
A3.915	-0.239830
A3.916	0.149751
A3.917	-0.382400
A3.918	-0.192649
A3.919	0.835503
A3.920	-0.304714
A3.921	-0.486065
A3.922	0.124214
A3.923	-0.149894
A3.924	-0.423015
A3.925	-0.140893
A3.926	0.563011
A3.927	-0.752897
A3.928	-0.982521
A3.929	-0.734014
A3.930	1.014221
A3.931	-1.286028
A3.932	-1.168399
A3.933	-0.457350
A3.934	0.294987
A3.935	1.151321
A3.936	0.379258
A3.937	1.814931
A3.938	-1.233152
A3.939	1.218549
A3.940	-1.566985
A3.941	-0.652911
A3.942	-0.889148
A3.943	-0.621952
A3.944	2.318878
A3.945	-1.128471
A3.946	-0.082675
A3.947	1.375017
A3.948	-0.010468
A3.949	-0.407002
A3.950	0.180617
A3.951	0.175943
A3.952	-0.293183
A3.953	-0.364710
A3.954	-1.676495
A3.955	-0.386549
A3.956	0.802719
A3.957	-1.396782
A3.958	-0.788482
A3.959	-0.413260
A3.960	0.242497
A3.961	-2.146399
A3.962	1.592667
A3.963	1.011272
A3.964	0.348006
A3.965	-0.505825
A3.966	1.099247
A3.967	-1.297242
A3.968	0.620346
A3.969	-0.101138
A3.970	0.765043
A3.971	0.233962
A3.972	0.208199
A3.973	-1.411578
A3.974	0.425266
A3.975	0.181781
A3.976	-1.296160
A3.977	-1.246632
A3.978	-1.236133
A3.979	-1.388120
A3.980	0.004982
A3.981	-1.446786
A3.982	-0.906625
A3.983	-1.781065
A3.984	-0.618562
A3.985	-1.464912
A3.986	-0.353525
A3.987	1.997000
A3.988	-0.521383
A3.989	1.266901
A3.990	-1.220500
A3.991	-1.722662
A3.992	1.729702
A3.993	0.047125
A3.994	-0.332230
A3.995	-0.433228
A3.996	-0.420348
A3.997	0.295729
A3.998	1.083349
A3.999	0.107932
A3.1000	-1.302319
A4.1	-1.541296
A4.2	0.740763
A4.3	0.146383
A4.4	-0.476813
A4.5	-0.076129
A4.6	0.404447
A4.7	-0.450876
A4.8	-0.923456
A4.9	1.633522
A4.10	0.250079
A4.11	-1.468872
A4.12	-0.172986
A4.13	0.071710
A4.14	-2.097745
A4.15	0.367259
A4.16	-1.218134
A4.17	0.587553
A4.18	-0.103840
A4.19	0.257993
A4.20	-0.386696
A4.21	-0.017641
A4.22	-0.041395
A4.23	1.150231
A4.24	1.576748
A4.25	0.872236
A4.26	-0.878424
A4.27	-0.727096
A4.28	0.091014
A4.29	-1.108634
A4.30	-1.538669
A4.31	0.873347
A4.32	-1.242447
A4.33	-0.293271
A4.34	0.322131
A4.35	-1.218715
A4.36	-1.567209
A4.37	1.341645
A4.38	-0.413444
A4.39	2.177592
A4.40	0.945738
A4.41	0.434449
A4.42	1.020440
A4.43	0.444460
A4.44	0.773093
A4.45	-0.321587
A4.46	-1.287009
A4.47	0.955778
A4.48	0.018065
A4.49	-0.142756
A4.50	0.066913
A4.51	-0.441129
A4.52	0.978188
A4.53	-0.376731
A4.54	0.463523
A4.55	-2.650379
A4.56	1.111680
A4.57	3.056478
A4.58	-2.134473
A4.59	1.283313
A4.60	1.438044
A4.61	1.408343
A4.62	-0.122579
A4.63	-1.054258
A4.64	2.739475
A4.65	0.456028
A4.66	0.770066
A4.67	1.268447
A4.68	-0.832596
A4.69	-1.481229
A4.70	-1.342445
A4.71	-1.652951
A4.72	-1.811675
A4.73	1.024943
A4.74	-2.676533
A4.75	1.320288
A4.76	-1.726531
A4.77	-0.372171
A4.78	-1.663849
A4.79	1.021019
A4.80	-1.010786
A4.81	1.115979
A4.82	-0.524446
A4.83	-0.646254
A4.84	-0.692988
A4.85	-0.980461
A4.86	-0.695628
A4.87	0.868606
A4.88	0.706082
A4.89	0.459211
A4.90	-0.923411
A4.91	-0.330483
A4.92	2.000447
A4.93	-0.467615
A4.94	-1.998972
A4.95	-0.608220
A4.96	-0.907852
A4.97	0.014088
A4.98	-1.447285
A4.99	-1.631646
A4.100	-1.286439
A4.101	1.610221
A4.102	0.198643
A4.103	0.764282
A4.104	-0.792399
A4.105	0.181656
A4.106	1.505650
A4.107	-0.125157
A4.108	-2.420031
A4.109	-0.705689
A4.110	-0.214682
A4.111	-0.850715
A4.112	-0.620032
A4.113	-0.291297
A4.114	1.732673
A4.115	0.306008
A4.116	0.083924
A4.117	0.749390
A4.118	0.225271
A4.119	3.310622
A4.120	0.227381
A4.121	1.029408
A4.122	1.332694
A4.123	1.235534
A4.124	1.407536
A4.125	-0.362458
A4.126	-1.167104
A4.127	1.119677
A4.128	1.626434
A4.129	-0.005341
A4.130	-0.561736
A4.131	0.293858
A4.132	0.411823
A4.133	0.590052
A4.134	-1.202029
A4.135	0.434007
A4.136	0.559165
A4.137	0.221408
A4.138	1.054979
A4.139	-0.080762
A4.140	-2.373406
A4.141	-0.657176
A4.142	0.554529
A4.143	1.318841
A4.144	0.148929
A4.145	-0.691567
A4.146	-1.727211
A4.147	-0.707990
A4.148	-2.156260
A4.149	1.012613
A4.150	-0.070623
A4.151	-0.592324
A4.152	-2.107322
A4.153	1.973204
A4.154	-1.293289
A4.155	1.013866
A4.156	0.032185
A4.157	0.882478
A4.158	0.934102
A4.159	1.245092
A4.160	-0.907250
A4.161	-0.035159
A4.162	1.986795
A4.163	0.038376
A4.164	-0.725149
A4.165	1.765496
A4.166	-0.361504
A4.167	-1.228357
A4.168	-1.025107
A4.169	0.576155
A4.170	0.358257
A4.171	0.565553
A4.172	-0.464351
A4.173	-1.097067
A4.174	-0.280862
A4.175	-0.251311
A4.176	0.989567
A4.177	1.212867
A4.178	-0.849075
A4.179	-0.789358
A4.180	-0.808434
A4.181	-2.283962
A4.182	-0.299073
A4.183	-2.261007
A4.184	0.502889
A4.185	0.980834
A4.186	0.492574
A4.187	0.136163
A4.188	0.875420
A4.189	1.898517
A4.190	-0.012324
A4.191	0.213775
A4.192	0.769702
A4.193	-0.463123
A4.194	-0.093062
A4.195	-0.331319
A4.196	-0.920188
A4.197	-0.046155
A4.198	1.609095
A4.199	0.180707
A4.200	0.981416
A4.201	1.041536
A4.202	0.348650
A4.203	1.106144
A4.204	0.993903
A4.205	-1.300793
A4.206	1.544281
A4.207	-1.252192
A4.208	2.569713
A4.209	1.487022
A4.210	0.849651
A4.211	0.721917
A4.212	-0.913567
A4.213	1.105881
A4.214	-0.918504
A4.215	-0.853512
A4.216	-0.752583
A4.217	-0.477502
A4.218	-0.775911
A4.219	-1.566877
A4.220	-0.278931
A4.221	0.592160
A4.222	-1.888390
A4.223	-0.170996
A4.224	-1.654113
A4.225	-1.408259
A4.226	0.850255
A4.227	1.147168
A4.228	-0.684135
A4.229	-0.261096
A4.230	0.906989
A4.231	-1.075072
A4.232	-0.111278
A4.233	-0.603453
A4.234	-0.699821
A4.235	-1.794543
A4.236	-0.479935
A4.237	-0.791359
A4.238	0.982792
A4.239	0.440968
A4.240	1.887471
A4.241	-1.426124
A4.242	1.505187
A4.243	-0.450550
A4.244	-0.453565
A4.245	-1.407099
A4.246	0.064562
A4.247	-3.001114
A4.248	-0.155697
A4.249	0.190279
A4.250	-0.500821
A4.251	-0.172633
A4.252	-1.002780
A4.253	1.507282
A4.254	1.487947
A4.255	1.063181
A4.256	0.823602
A4.257	1.472316
A4.258	0.025579
A4.259	-1.698043
A4.260	-0.416599
A4.261	-0.451342
A4.262	0.512238
A4.263	0.540362
A4.264	-0.647016
A4.265	-1.547172
A4.266	-0.125532
A4.267	0.836759
A4.268	0.463738
A4.269	1.400927
A4.270	1.506526
A4.271	0.850704
A4.272	1.349624
A4.273	0.511044
A4.274	1.275807
A4.275	-1.712453
A4.276	-0.546347
A4.277	-2.558326
A4.278	1.484426
A4.279	0.115056
A4.280	-0.258936
A4.281	-1.284640
A4.282	-0.474764
A4.283	0.915628
A4.284	1.216895
A4.285	1.532921
A4.286	-0.479529
A4.287	-0.729713
A4.288	0.421711
A4.289	0.654085
A4.290	-0.214877
A4.291	0.201695
A4.292	3.589027
A4.293	1.652816
A4.294	3.105340
A4.295	-0.558871
A4.296	-2.129554
A4.297	-0.454742
A4.298	-1.901735
A4.299	1.144050
A4.300	-0.904587
A4.301	-1.135852
A4.302	-1.706140
A4.303	-1.589323
A4.304	-0.161684
A4.305	2.784650
A4.306	1.900290
A4.307	-2.349312
A4.308	-1.208037
A4.309	-0.196675
A4.310	0.410273
A4.311	0.628766
A4.312	2.580196
A4.313	0.890822
A4.314	1.578868
A4.315	-0.116096
A4.316	1.985008
A4.317	-0.849608
A4.318	0.624901
A4.319	0.219823
A4.320	1.348125
A4.321	-0.600702
A4.322	0.282461
A4.323	0.130189
A4.324	0.899621
A4.325	-0.725494
A4.326	1.188898
A4.327	0.732174
A4.328	-0.076092
A4.329	4.005799
A4.330	0.738665
A4.331	2.674291
A4.332	-0.714420
A4.333	-0.589288
A4.334	-3.459809
A4.335	-1.716533
A4.336	-2.884913
A4.337	1.234950
A4.338	-0.063908
A4.339	1.269277
A4.340	-1.401251
A4.341	0.754390
A4.342	0.712530
A4.343	-2.573297
A4.344	2.271108
A4.345	2.281872
A4.346	-1.223850
A4.347	1.472864
A4.348	2.548425
A4.349	-2.360616
A4.350	2.575831
A4.351	-0.801922
A4.352	0.806645
A4.353	-0.935857
A4.354	0.358125
A4.355	-1.592223
A4.356	1.895360
A4.357	-0.012989
A4.358	1.487086
A4.359	-1.047475
A4.360	0.261276
A4.361	0.950462
A4.362	0.358625
A4.363	2.578378
A4.364	-0.385863
A4.365	1.143957
A4.366	-1.929648
A4.367	0.892069
A4.368	-0.056761
A4.369	1.173337
A4.370	0.272274
A4.371	0.281466
A4.372	-0.049226
A4.373	-1.043879
A4.374	1.514861
A4.375	0.286540
A4.376	1.188428
A4.377	0.835450
A4.378	2.562526
A4.379	0.643837
A4.380	1.963222
A4.381	-0.158036
A4.382	0.881556
A4.383	0.744654
A4.384	-0.868307
A4.385	-1.342935
A4.386	-0.212416
A4.387	-0.623792
A4.388	-1.630198
A4.389	0.053659
A4.390	0.218235
A4.391	0.938422
A4.392	1.265126
A4.393	-0.266200
A4.394	0.134927
A4.395	2.992456
A4.396	1.183052
A4.397	-0.025889
A4.398	0.180217
A4.399	-0.250321
A4.400	-0.824471
A4.401	0.666303
A4.402	0.675130
A4.403	-0.055048
A4.404	-0.746534
A4.405	-0.739238
A4.406	-1.388272
A4.407	-0.741319
A4.408	-0.132463
A4.409	0.519704
A4.410	-0.163858
A4.411	-1.315496
A4.412	0.312377
A4.413	0.523334
A4.414	-1.727912
A4.415	0.115582
A4.416	0.090963
A4.417	0.375249
A4.418	0.227363
A4.419	-0.202432
A4.420	1.875476
A4.421	-0.536093
A4.422	0.970032
A4.423	-0.879609
A4.424	-0.701582
A4.425	-0.633786
A4.426	-0.320843
A4.427	-0.166165
A4.428	1.155809
A4.429	2.439504
A4.430	0.493307
A4.431	-2.116953
A4.432	0.223481
A4.433	-0.959684
A4.434	-1.554855
A4.435	1.411900
A4.436	0.193848
A4.437	-0.242532
A4.438	0.652924
A4.439	-2.305505
A4.440	0.299650
A4.441	-1.207461
A4.442	0.367313
A4.443	-0.124431
A4.444	-0.449099
A4.445	0.487456
A4.446	1.231624
A4.447	-0.915220
A4.448	-1.816342
A4.449	0.057566
A4.450	-0.297781
A4.451	1.644493
A4.452	-0.657500
A4.453	-0.018320
A4.454	0.218591
A4.455	-1.054399
A4.456	-1.754529
A4.457	-2.055081
A4.458	0.787986
A4.459	0.426234
A4.460	0.789325
A4.461	0.326693
A4.462	-0.249153
A4.463	0.275655
A4.464	0.946504
A4.465	0.031813
A4.466	2.483087
A4.467	-0.290556
A4.468	0.813131
A4.469	3.730358
A4.470	1.284540
A4.471	0.619801
A4.472	0.591512
A4.473	0.565330
A4.474	0.155733
A4.475	-0.367473
A4.476	0.001897
A4.477	-0.503545
A4.478	-0.853679
A4.479	-1.633014
A4.480	-0.553995
A4.481	0.110671
A4.482	-1.205874
A4.483	1.294510
A4.484	0.182862
A4.485	-2.808957
A4.486	1.118926
A4.487	-0.556140
A4.488	0.913839
A4.489	-1.120288
A4.490	1.073776
A4.491	1.327414
A4.492	-2.347984
A4.493	1.585792
A4.494	0.629199
A4.495	-1.088003
A4.496	0.529293
A4.497	1.910097
A4.498	-0.500461
A4.499	-1.731108
A4.500	-0.070195
A4.501	1.232481
A4.502	0.562969
A4.503	1.112650
A4.504	-0.285282
A4.505	-0.960401
A4.506	-0.083472
A4.507	-1.807199
A4.508	-0.756899
A4.509	-1.105371
A4.510	-0.731349
A4.511	0.255730
A4.512	0.501768
A4.513	-0.911827
A4.514	-1.898369
A4.515	0.810541
A4.516	-0.175515
A4.517	-0.053516
A4.518	0.601965
A4.519	-0.413939
A4.520	0.290139
A4.521	0.852512
A4.522	-1.770253
A4.523	-2.034691
A4.524	0.860637
A4.525	0.222967
A4.526	0.423141
A4.527	0.337191
A4.528	2.125844
A4.529	1.497868
A4.530	0.042036
A4.531	-1.169751
A4.532	1.333175
A4.533	1.198472
A4.534	1.128348
A4.535	1.796946
A4.536	0.407774
A4.537	-0.101125
A4.538	-0.424628
A4.539	-0.825726
A4.540	-1.496797
A4.541	-1.693521
A4.542	0.763311
A4.543	-0.075883
A4.544	2.254413
A4.545	-1.743244
A4.546	1.256624
A4.547	-1.638058
A4.548	2.141365
A4.549	0.348223
A4.550	-0.567800
A4.551	-0.049250
A4.552	-0.239509
A4.553	1.062691
A4.554	-1.281991
A4.555	0.137710
A4.556	-0.518549
A4.557	-0.157196
A4.558	2.416500
A4.559	-0.337127
A4.560	1.919070
A4.561	-1.394343
A4.562	-2.025708
A4.563	-1.783135
A4.564	0.326501
A4.565	-1.566107
A4.566	-1.494968
A4.567	-0.534087
A4.568	-1.630413
A4.569	-1.003052
A4.570	1.333807
A4.571	0.528407
A4.572	0.228569
A4.573	1.095269
A4.574	1.010668
A4.575	-0.987317
A4.576	1.460139
A4.577	0.908884
A4.578	-0.215017
A4.579	0.003207
A4.580	0.174349
A4.581	-0.628852
A4.582	-0.923730
A4.583	0.538811
A4.584	-2.335360
A4.585	0.897956
A4.586	2.407990
A4.587	0.110995
A4.588	-0.818825
A4.589	-1.631799
A4.590	-0.202621
A4.591	0.827518
A4.592	1.342957
A4.593	-0.759175
A4.594	-0.098967
A4.595	0.978286
A4.596	-0.360714
A4.597	0.868030
A4.598	0.846455
A4.599	1.536429
A4.600	-2.018633
A4.601	0.121409
A4.602	0.667023
A4.603	-0.780480
A4.604	-0.034823
A4.605	-1.662854
A4.606	0.443064
A4.607	1.141403
A4.608	0.455729
A4.609	0.582516
A4.610	-0.804495
A4.611	-0.729124
A4.612	-0.667612
A4.613	0.729113
A4.614	0.776484
A4.615	0.739124
A4.616	1.614424
A4.617	-0.890092
A4.618	1.691503
A4.619	-1.588114
A4.620	0.571834
A4.621	0.477490
A4.622	-2.111394
A4.623	0.039434
A4.624	1.262362
A4.625	-0.300214
A4.626	-0.078362
A4.627	-0.712548
A4.628	0.144289
A4.629	-0.962358
A4.630	0.885568
A4.631	-0.006404
A4.632	-0.641819
A4.633	-1.632579
A4.634	0.417965
A4.635	-2.066381
A4.636	-0.313155
A4.637	-1.023713
A4.638	-1.113638
A4.639	-0.522462
A4.640	1.728927
A4.641	-0.013708
A4.642	-0.548849
A4.643	0.015217
A4.644	-1.506778
A4.645	1.210459
A4.646	1.942996
A4.647	-2.102965
A4.648	0.984789
A4.649	1.669301
A4.650	-1.114545
A4.651	2.065111
A4.652	-0.669744
A4.653	2.043188
A4.654	-3.438215
A4.655	0.410646
A4.656	-0.315630
A4.657	-0.932924
A4.658	-0.790562
A4.659	1.150038
A4.660	0.463643
A4.661	-0.756798
A4.662	1.046798
A4.663	-1.430867
A4.664	0.247932
A4.665	2.255187
A4.666	1.227545
A4.667	-0.392995
A4.668	0.446888
A4.669	0.357753
A4.670	0.228732
A4.671	-0.354669
A4.672	0.880059
A4.673	-0.498443
A4.674	1.542685
A4.675	0.401213
A4.676	-0.176993
A4.677	-1.953439
A4.678	-1.838679
A4.679	-0.333471
A4.680	-0.409601
A4.681	-0.587280
A4.682	2.282855
A4.683	0.594400
A4.684	-0.558637
A4.685	0.492436
A4.686	-0.483831
A4.687	-0.460451
A4.688	-1.674129
A4.689	0.159245
A4.690	0.409685
A4.691	0.589651
A4.692	0.042132
A4.693	1.215174
A4.694	-0.387438
A4.695	-0.580930
A4.696	1.321169
A4.697	-0.570491
A4.698	0.031836
A4.699	1.087388
A4.700	-0.338360
A4.701	-1.198233
A4.702	-1.826073
A4.703	0.355925
A4.704	2.255729
A4.705	0.013810
A4.706	-3.523292
A4.707	-0.275085
A4.708	-1.011792
A4.709	0.314624
A4.710	-0.547695
A4.711	0.232190
A4.712	0.376661
A4.713	-0.091627
A4.714	0.588264
A4.715	-0.926464
A4.716	-0.506707
A4.717	-0.042035
A4.718	0.024792
A4.719	0.468314
A4.720	-0.019941
A4.721	-1.835560
A4.722	-0.551933
A4.723	1.178066
A4.724	1.529340
A4.725	-0.013057
A4.726	0.827419
A4.727	-1.006780
A4.728	-0.613158
A4.729	-0.843814
A4.730	1.534808
A4.731	1.211945
A4.732	1.119912
A4.733	-0.090312
A4.734	-0.376429
A4.735	-0.530272
A4.736	-0.344987
A4.737	0.538274
A4.738	-1.829764
A4.739	-0.342205
A4.740	1.222535
A4.741	-2.355364
A4.742	-0.723958
A4.743	-0.119814
A4.744	-0.992368
A4.745	-1.587479
A4.746	0.591459
A4.747	-1.474516
A4.748	-2.662174
A4.749	2.820493
A4.750	0.046763
A4.751	0.958797
A4.752	0.401976
A4.753	-0.358747
A4.754	-0.363843
A4.755	1.981572
A4.756	-1.303385
A4.757	0.719899
A4.758	-0.121097
A4.759	-0.412423
A4.760	-2.040661
A4.761	-1.072511
A4.762	-0.172673
A4.763	0.601982
A4.764	-0.296728
A4.765	0.152022
A4.766	-1.106189
A4.767	-0.173862
A4.768	0.461610
A4.769	0.003971
A4.770	-0.233799
A4.771	0.292176
A4.772	-0.558619
A4.773	1.415073
A4.774	1.083277
A4.775	-1.610837
A4.776	1.438409
A4.777	0.628355
A4.778	-0.447270
A4.779	1.538197
A4.780	0.533089
A4.781	1.626099
A4.782	-0.628529
A4.783	0.420692
A4.784	-1.364789
A4.785	0.393365
A4.786	-0.191431
A4.787	-0.934468
A4.788	0.511068
A4.789	1.003781
A4.790	-2.180569
A4.791	0.114184
A4.792	-0.191537
A4.793	-2.392453
A4.794	0.503266
A4.795	2.233119
A4.796	0.730959
A4.797	0.964303
A4.798	0.591590
A4.799	-1.011136
A4.800	1.177643
A4.801	-0.504511
A4.802	0.054436
A4.803	-0.957677
A4.804	0.480655
A4.805	0.633826
A4.806	2.245409
A4.807	-1.767984
A4.808	1.224765
A4.809	-0.124557
A4.810	-1.100849
A4.811	1.162251
A4.812	0.381141
A4.813	-1.032892
A4.814	-1.487162
A4.815	1.619012
A4.816	1.002206
A4.817	-0.119007
A4.818	0.848411
A4.819	0.086569
A4.820	1.885919
A4.821	-2.080906
A4.822	0.199031
A4.823	-1.029558
A4.824	-0.514885
A4.825	-0.058917
A4.826	1.081505
A4.827	-1.163952
A4.828	-0.126220
A4.829	-0.168352
A4.830	-0.123252
A4.831	-0.818651
A4.832	-1.777363
A4.833	-0.365667
A4.834	-0.836114
A4.835	-1.660218
A4.836	1.747897
A4.837	-2.236319
A4.838	-0.239258
A4.839	-1.893698
A4.840	0.451718
A4.841	0.569904
A4.842	-1.441962
A4.843	2.042830
A4.844	1.488017
A4.845	-0.625874
A4.846	0.159369
A4.847	0.934987
A4.848	0.430605
A4.849	-1.356940
A4.850	0.624630
A4.851	-0.912153
A4.852	-0.272920
A4.853	1.046293
A4.854	0.291970
A4.855	-0.070137
A4.856	0.353953
A4.857	-0.931329
A4.858	-1.070725
A4.859	0.589048
A4.860	0.394869
A4.861	-0.458079
A4.862	0.382642
A4.863	-0.604688
A4.864	-0.517169
A4.865	-2.222682
A4.866	2.516193
A4.867	-0.561628
A4.868	2.130088
A4.869	-2.430054
A4.870	0.128586
A4.871	1.432010
A4.872	1.253206
A4.873	2.221864
A4.874	0.247843
A4.875	0.455042
A4.876	-1.937888
A4.877	-0.067481
A4.878	1.185071
A4.879	-0.514785
A4.880	0.426821
A4.881	1.648449
A4.882	-0.272585
A4.883	-0.518670
A4.884	-0.648196
A4.885	-1.489932
A4.886	-0.873344
A4.887	-1.752998
A4.888	0.043514
A4.889	-2.239702
A4.890	-2.389877
A4.891	-0.558666
A4.892	2.524029
A4.893	0.081207
A4.894	-0.414938
A4.895	0.782259
A4.896	0.064304
A4.897	-0.710623
A4.898	1.163685
A4.899	0.459653
A4.900	3.359813
A4.901	-0.360290
A4.902	-0.010138
A4.903	1.080739
A4.904	0.242175
A4.905	0.334331
A4.906	2.362900
A4.907	0.312461
A4.908	-0.686924
A4.909	-2.185100
A4.910	-1.370222
A4.911	-2.170602
A4.912	0.044830
A4.913	0.486772
A4.914	-0.353125
A4.915	1.245262
A4.916	0.342954
A4.917	-1.590655
A4.918	0.531877
A4.919	1.762352
A4.920	1.214522
A4.921	-1.324831
A4.922	0.887066
A4.923	-1.440731
A4.924	1.769433
A4.925	-0.395762
A4.926	1.596307
A4.927	3.275923
A4.928	1.933338
A4.929	0.160235
A4.930	-0.927969
A4.931	-0.424285
A4.932	0.578791
A4.933	-0.402460
A4.934	-0.208520
A4.935	-1.660045
A4.936	1.589743
A4.937	1.609732
A4.938	-2.333346
A4.939	0.009846
A4.940	0.791229
A4.941	2.211134
A4.942	0.476768
A4.943	0.262800
A4.944	1.096400
A4.945	-0.219499
A4.946	-0.278297
A4.947	0.602121
A4.948	1.815575
A4.949	-0.021895
A4.950	0.721284
A4.951	1.074684
A4.952	0.646602
A4.953	-1.018764
A4.954	0.938593
A4.955	-0.042387
A4.956	0.491184
A4.957	0.172331
A4.958	-0.308731
A4.959	0.419585
A4.960	0.503674
A4.961	0.131402
A4.962	-0.845153
A4.963	0.386171
A4.964	-1.905977
A4.965	2.534970
A4.966	-0.217160
A4.967	-1.157483
A4.968	-2.234886
A4.969	-1.687746
A4.970	-2.441948
A4.971	0.440987
A4.972	0.187735
A4.973	1.406214
A4.974	0.632899
A4.975	1.281618
A4.976	0.986782
A4.977	0.645348
A4.978	-1.341931
A4.979	1.185495
A4.980	-0.248859
A4.981	-0.263434
A4.982	-0.518395
A4.983	-0.618546
A4.984	-2.175297
A4.985	-0.105020
A4.986	2.038153
A4.987	-0.078901
A4.988	0.067480
A4.989	-0.937972
A4.990	-0.270816
A4.991	0.175981
A4.992	1.645296
A4.993	1.212271
A4.994	-1.350778
A4.995	1.088637
A4.996	-0.328859
A4.997	-1.146688
A4.998	-0.424701
A4.999	2.568106
A4.1000	-0.292370
A5.1	0.121419
A5.2	-1.273622
A5.3	-0.296450
A5.4	-1.167866
A5.5	1.332792
A5.6	-0.210255
A5.7	-1.670614
A5.8	-0.352147
A5.9	0.074788
A5.10	2.092864
A5.11	-0.318292
A5.12	0.985882
A5.13	-1.156591
A5.14	0.229316
A5.15	1.628824
A5.16	1.052982
A5.17	0.102513
A5.18	-0.240202
A5.19	-0.554069
A5.20	-1.147896
A5.21	-1.592626
A5.22	-0.411839
A5.23	1.330338
A5.24	-0.797807
A5.25	0.094764
A5.26	-1.473795
A5.27	1.283195
A5.28	-0.541967
A5.29	1.435820
A5.30	-1.181265
A5.31	0.641388
A5.32	2.241357
A5.33	1.303414
A5.34	-0.842068
A5.35	-0.504338
A5.36	-0.960448
A5.37	-0.884170
A5.38	-0.154020
A5.39	0.737593
A5.40	0.148297
A5.41	-1.988732
A5.42	-2.995260
A5.43	-0.402872
A5.44	0.755224
A5.45	0.130780
A5.46	1.494246
A5.47	-1.048752
A5.48	0.747160
A5.49	-0.412566
A5.50	0.041122
A5.51	0.969344
A5.52	-1.402328
A5.53	1.062056
A5.54	-0.489289
A5.55	-1.641605
